1335812262 	 0 	
1335813746 	 0.00194744 	
1335813765 	 -0.00157895 	
1335813829 	 -0.00015625 	
1335813894 	 0 	
1335813960 	 0 	
1335814025 	 0 	
1335814090 	 0 	
1335814154 	 0 	
1335814221 	 0 	
1335814286 	 -0.0438462 	
1335814352 	 0 	
1335814417 	 0 	
1335814481 	 0.0446875 	
1335814546 	 -0.044 	
1335814610 	 0 	
1335814675 	 0.0443077 	
1335814739 	 -0.045 	
1335814804 	 0 	
1335814869 	 0 	
1335814933 	 0 	
1335814998 	 0.044 	
1335815062 	 -0.0446875 	
1335815127 	 0 	
1335815191 	 0 	
1335815256 	 0.044 	
1335817898 	 -0.00108251 	
1335817963 	 0.0441538 	
1335818027 	 -0.0448438 	
1335818092 	 0 	
1335818157 	 0 	
1335818221 	 0 	
1335818286 	 0 	
1335818350 	 0 	
1335818415 	 0 	
1335818479 	 0 	
1335818544 	 0 	
1335818608 	 0 	
1335818673 	 0 	
1335818737 	 0 	
1335818802 	 0 	
1335818867 	 0 	
1335818931 	 0.0453125 	
1335818996 	 -0.0446154 	
1335819060 	 0 	
1335819125 	 0 	
1335819189 	 0 	
1335819254 	 0 	
1335819318 	 0 	
1335819383 	 0 	
1335819448 	 0 	
1335819512 	 0 	
1335819577 	 0 	
1335819641 	 0 	
1335819706 	 0 	
1335819770 	 0 	
1335819835 	 0 	
1335819899 	 0 	
1335819964 	 0 	
1335820028 	 0 	
1335820093 	 0 	
1335820158 	 0 	
1335820222 	 0 	
1335827107 	 0 	
1335827165 	 0 	
1335827226 	 0 	
1335827284 	 0 	
1335827345 	 0 	
1335827645 	 0 	
1335827706 	 0 	
1335827764 	 0 	
1335827825 	 0 	
1335827885 	 0 	
1335827946 	 0 	
1335828004 	 0 	
1335828065 	 0 	
1335828125 	 0 	
1335828244 	 0 	
1335828305 	 0 	
1335828365 	 0 	
1335828426 	 0 	
1335828486 	 0 	
1335828543 	 0 	
1335828605 	 0 	
1335828666 	 0 	
1335828724 	 0 	
1335828785 	 0 	
1335828846 	 0 	
1335828904 	 0 	
1335828965 	 0 	
1335829025 	 0 	
1335829086 	 0 	
1335829144 	 0 	
1335829205 	 0 	
1335829265 	 0 	
1335829326 	 0 	
1335829384 	 0 	
1335829445 	 0 	
1335829505 	 0 	
1335829566 	 0 	
1335829624 	 0 	
1335829685 	 0 	
1335829747 	 0 	
1335829806 	 0 	
1335829864 	 0 	
1335829925 	 0 	
1335829985 	 0 	
1335830046 	 0 	
1335830104 	 0 	
1335830165 	 0 	
